,emotion,text
4580,surprise,"Yea, someone is getting the best of me."
4581,surprise,Cops tell #Tori's Dad they may never find her remains  http://lfpress.ca/newsstand
4582,surprise,Found out that a schoolmate died of an heart attack this morning. He was barely 35  will miss u bally!
4583,surprise,im still melting and im in the house in the shade  its not fair.
4584,surprise,Okay.. so someone has my keys or they are -really- good at this &quot;hide from James&quot; game.
4585,surprise,Woke up early!! Dang man I know i'm not going back to sleep
4586,surprise,just watching hollyoaks omg
4587,surprise,@channilein It didn't start as a long message ... It just got longer when I wrote it
4588,surprise,@calamitylill Can you send out letters/emails to clients to remind them you're there?
4589,surprise,I spent an hour this morning going through yearbooks to see when each senior started to Harleton. My speech will be so boring.
4590,surprise,"I want to go outside and play in the sunshine, but I have to sit in front of a computer all day   At least I can have lunch on the patio!"
4591,surprise,http://tinyurl.com/ry9wap Hi!!! You are pretty man... I cant upload more pics here for some reason  You wrote you wish to find a women ...
4592,surprise,sleeping in was interupted by JACK-HAMMERS at 9am Damn! Universe says GET UP! But I was up intil 3am 'cause I thougth I'd be sleeping in
4593,surprise,"@Carmnx Aawh, that; s too bad"
4594,surprise,@nick_carter  we can't see the video it's private
4595,surprise,got caught in the rain outside. now im cold bbbbrrrrrrrrr
4596,surprise,wow! Leonardo DiCaprio and Jennifer Davisson Killoran are the producers  of the movie: ORPHAN  !! i have direct contact info for them too!
4597,surprise,Did yall know a kid drowned after trying to swim to the bottom of the ocean in order to find sponge bobs pineapple house? rofl sowy
4598,surprise,@tursiops718 Ohnoes!   That's icky!
4599,surprise,Running around doing errands on my last day in Charlotte  I would much rather be shopping!!
4600,surprise,Warren and Hannah are dead ... oh my godd!! Seriousslyyy this is a tragidy !
4601,surprise,"Thought I'd check out home, that was 10 minutes ago, downloading update, now home square....that's why I can't be bothered with it Sony"
4602,surprise,:O Can't believe Hannahs dead in Hollyoaks!!
4603,surprise,@ruby_may http://tinyurl.com/n23akq &lt; that! its so cute and currently has ymas pumping full blast ! i dont know what to revise for comms
4604,surprise,Omg. That's all I can say
4605,surprise,"@88brit06 def see ya tonight, we must get some RN photo's, I didn't get any yesterday  lol! And thanks for doing so, please don't forget!"
4606,surprise,why is it still raining?!  at least i have cute rainboots
4607,surprise,@katarinasmama it was WAY too fast
4608,surprise,"@ClaytonCalhoon I know, huh?"
4609,surprise,@CraigN No surprise there. They probably don't know themselves where it is
4610,surprise,"@nick_carter It says &quot;This video is private.&quot;, WTF????"
4611,surprise,@abhorrentbm lame. you should have said hello!
4612,surprise,"Yolonda, I went swimming with my phone at the beach lol and so I lost all my contacts"
4613,surprise,so....i'm guessing no BGN?
4614,surprise,"ha ha...just found a new cocktail: Dances with Wenches (Cranberry Juice, Spiced Rum), sounds nice but I don't have any cranberry juice"
4615,surprise,@ashmohazel @immackmaine @its_erincharde @brando2711 hey you guys should invite me out...moody is my only friend these days
4616,surprise,I dnt get to go play lasertag w/ my besties!     *old me's dead and gone*
4617,surprise,@fletchernet i help represent high profile actors for their tv/film/theatre careers so get free tix.. but not for Jersey Boys..
4618,surprise,wow i just slept till 2pm..again... good job me
4619,surprise,@batxcore did you google it too? or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious
4620,surprise,@xchikax I wish.
4621,surprise,"@DEWz_PingPong Oh, so no male strippers then?  LMAO"
4622,surprise,"@JermSorensen yeah. She's screwed. $3000 in new tires, new turbo, and maint, paid it off, and now she'll get almost nothing."
4623,surprise,wow their is no pancake mix
4624,surprise,"@hank1914 Hey, that link didn't work for me"
4625,surprise,"@xiannic, awe, me in work, no BBQ for moi this weekend"
4626,surprise,I was gonna get off at 230 2day. Just found out I'm stayin til 630
4627,surprise,"Not enough pizza ordered, so I didn't get any. And it was Pizza Delight too!"
4628,surprise,Yay! The playdate is back on but my van's transmission is  dead
4629,surprise,"burning cd's,,,,,,,,, fucking outa blank disc's"
4630,surprise,"????, ?? #sctest ????? ?? ?????, ?????? ??? ??? ????????, ?? ?? ????? ????  ."
4631,surprise,"@jamespenycate massive beer guardian. Huuuge. Told you already, don't you trust me?"
4632,surprise,@Vancesa oh no your poor car's testicles
4633,surprise,@maxinefrances Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;-) Is your journey home long?
4634,surprise,@Nica it was only announced in the last few days. Due to cancer I think
4635,surprise,oh my. i have to play cluedo.
4636,surprise,I smell cake but I don't see any cake on the oven!
4637,surprise,"@hearted that happened to me so often, i hated it. every time i moved to a username that i thought i'd love, i moved soon after."
4638,surprise,@SheBangz damn  lol....where u headed to?
4639,surprise,Anddd justin. Eff
4640,surprise,@marebear521 did u try taco n mac n cheese pizza???? I'm so cravin it right now BUT all the good food makes me sick
4641,surprise,1st presentation for senior boards? FML
4642,surprise,Why doesn't Twitter extend the number limit a littttttle bit? Until 160 atleast?
4643,surprise,where are britney g. and allan allan?  they are my favs and i think they are out of town?
4644,surprise,Ah! Haha Omg  we have no more fudge grahmcracker cookies! Boo
4645,surprise,http://twitpic.com/672s3 - What I woke up to this morning...I didn't want to leave bed.
4646,surprise,@marketeson damn you and your hot weather - it's freezing in Oz at the moment  I miss summer..
4647,surprise,omg seated for seth lakeman but way too far back for my liking  x
4648,surprise,is wondering what I did to get on the &quot;do not respond&quot; list
4649,surprise,@cloudforest OMG that is AWFUL! $12k??? Wow     Our pyr figured out how to open a doorknobs one day by crushing them in her jaws and
4650,surprise,@talulala really? and yeah it's too soon
4651,surprise,@Fluffy617 a steak burrito bowl right! I wish I wasn't too lazy to go downtown
4652,surprise,"@EverRaven Wow, really? I didn't know it was that serious.  Well that sucks. Texas must have been chock full of asbestos."
4653,surprise,@brycecurtis  really?! Ur getting rid of it! That's sad
4654,surprise,"Hey Dont Feel So Good,cuz i got in a car accedent yesterday."
4655,surprise,"@jenna218 I'm there! So, no New York for me!"
4656,surprise,"I want to see Terminator, but everyone's already seen it"
4657,surprise,Well dinner was disastrous my uncle lashed out at me for no reason he just told me to shut up ! ?? Confused since i wasn't even talking
4658,surprise,pulled from interesting meeting to an urgent support request
4659,surprise,HD full again...  http://plurk.com/p/x2eb3
4660,surprise,@totalblonde70 ohh i would def give it 2 u but tht was kenyatta's cam not mine  sry but i want tht pic 2
4661,surprise,@bryceavary So no video blogs anymore?
4662,surprise,"@exoticaleila lmao yea, I saw him on atlpics, yea I try to act like I'm still in atl  lol"
4663,surprise,@justababy I make that same face when I get home and your mom is watching soaps.
4664,surprise,Cant believe there had been nice weather all day and I was stuck in doors all day
4665,surprise,Heading south on I-95.  Jacked mess around SR 234
4666,surprise,"Its raining on Staunton again, We need the rain, but that just means Ive got nothing sitting outside for people to see,"
4667,surprise,"My guitar ain't herew yet?, feel like i lost a limb!."
4668,surprise,@mytvnetwork pansy  wtf codeh?!
4669,surprise,@rosiemini you got sonic without me?
4670,surprise,Wish my U2 beta key worked now. Don't want to wait 'till Wednesday to play
4671,surprise,Oh great Tampa people - anybody in the area know someone who works for the Jain Society of Tampa Bay? None of their phone #'s work.
4672,surprise,"@irishgirl Right; however, you neglect to mention that younger women are &quot;gold diggers&quot; or &quot;trophies.&quot; Isn't patriarchy grand?"
4673,surprise,i had a dream that i was going to my graduation &amp; i started crying...then i went home to take a nap &amp; missed it...then a bee stung me...
4674,surprise,Went to the vending maching to get Bugles. No Bugles  Perhaps it is a sign that I don't need the snack anyway.
4675,surprise,Got word from USAA that the minivan is totalled.  Now we need a high valuation for something to buy a new car with.
4676,surprise,@squaccs I may be telling myself that cos he never replies to me
4677,surprise,"@ShadoWingh I'm only allergic to some bunnies. Are you allergic to all fur? That sucks! Isn't that cosmic irony, a furry allergic to fur!"
4678,surprise,"Much to my surprise, I was using my credit card before the crack dawn to do some serious online gambling. One problem: it wasn't me."
4679,surprise,@TiffanyCastillo muhaha martha &lt;33 have fun see uu next mnth
4680,surprise,"Sometimes games are cruel because they're not real... like last night when I won $128,600 on Wheel of Fortune"
4681,surprise,Sad because A Skylit Drive's new songs don't sound as good as I had hoped.
4682,surprise,"@Yasmine32068 LOL I do too.... I can't take him back, I lost my receipt!"
4683,surprise,Why is it so dark outside?
4684,surprise,@NoraReed I forgot about it and I already ate lunch  so I guess I'm not going.
4685,surprise,@xxojackie oh my god! you're kidding! wow !! you must of moved out RIGHT after calleen got his 4 month shots.
4686,surprise,OMGZZZ i just realised homer simspon aint real :O  haha !
4687,surprise,@Undented do you have a password for the San Diego show? Mine is not working
4688,surprise,"@Jonasbrothers It Was The Best Evar &amp; My First,, You Didnt Awnser Any Of My Questions  xoxo"
4689,surprise,always excited for a new chapter in my life. just didnt expect it to be so emotional.
4690,surprise,and my other peep got onto a game site who i will never see again
4691,surprise,"@a_nobel ???, ???, ???, ????? ???? -- ??????"
4692,surprise,@Medros Just try to do your best. I hope you don't get laid off.
4693,surprise,I JUS FOUND MY I.D. FINALLY ; IT WAS IN THE LINT THINGY IN THE DRYER LOL ITS ALL BENT OUTTA SHAPE NOW  IM MAD
4694,surprise,@heykim WOOW that's harsh!  I'm so sorry to hear that
4695,surprise,@Arian_A i have but you know it's not that easy..
4696,surprise,@amdiegelman OH NO....do you think he's lived out his lifespan?
4697,surprise,@bellarina1983 i haven't got a text back!  sod her i looks fabulous!
4698,surprise,@pilgrimfamilyuk OOO YUK !! thats not good Im retching as we tweet
4699,surprise,@DARRENJ0NES ooh ouch!   lovely weather but damn! cover up sugar! x
4700,surprise,@Massawyrm we watched that one day in the middle of playing-- it REALLY doesn't hold up
4701,surprise,Hi .. I have the net YAYY.. Im here for a short time though
4702,surprise,@OfficialSTaylo no it doesn't...sheesh
4703,surprise,Was going to Grandpa's place for lunch to celebrate his 88th.  Just found out it's changed to a Chinese buffet  Bringing Gas-x!
4704,surprise,Was about to head downtown...now there's a flash flood!  - Photo: http://bkite.com/07XFs
4705,surprise,"i wish that mcfly dream was real aha, i want tom to write in my action plannner  haaa, it would be awesome though ;D"
4706,surprise,The bunuelos were a huge hit but i had to skip shopping afterwards.  let's see what kind of trouble i can get into here...
4707,surprise,and why is everyone having a nice weather but prague
4708,surprise,Apple is expected to launch a new iPhone this summer.  Hi my name is Judy and I am addicted to Apple products.
4709,surprise,@shaaqT You forgot moi  #twpp
4710,surprise,@danger_skies I want to dance with you too  I haven't really listened to that song since you left. It makes me miss you more
4711,surprise,So glad its friday! Only 1 week of schol left.  im glad its almost summer though.
4712,surprise,"Just figured out why only strong guys are supposed to put heavy things on top shelves, ouch!"
4713,surprise,@aayushsoni oh mann... Me likey that!! But sadly I'm not bein auctioned on #twpp tonight
4714,surprise,"what a total bummer, i lost followers"
4715,surprise,@TheMandyMoore boston needs one too
4716,surprise,for the whole time @haydendavey?
4717,surprise,Nana got moved. No more funny old woman stories
4718,surprise,"@cloudconnected --of them kinda turns me off of it all.  And then I buy more of them and dig a deeper hole, etc. ;;"
4719,surprise,OMG - the M&amp;Ms in my pantry are calling my name. I've been ignoring them all day. It is driving me completely insane. Too many calories
4720,surprise,@Macnatty OMG  Poor Eppy! I hope she is ok. That is so scary and wow I can't believe no one noticed.
4721,surprise,@DebiLayne i know!! No money for pedicures!!
4722,surprise,@mileycyrus they all stopped doing drugs!
4723,surprise,@kaliboooo in bucher's class?! i cried too!
4724,surprise,@APWright well kris is making me a sick panda
4725,surprise,@mann95 nooooo  who is it? I'm gonna beat them up! Unless it's someone important.. *thinks of new name*
4726,surprise,@Jameage awww  omg garbo fake playing during one of the songs!!! haha
4727,surprise,@KeytaJ yeah...she passed last week.  so sad!
4728,surprise,@iamdiddy @iambodie ....I hugged my hater 2day. Then told her its #nobitchassnessfriday!!! I'm now in trouble for cursing my mgr.
4729,surprise,meeting just in time that iï¿½m trying to win something @SEGA prize's friday!
4730,surprise,"@Jonasbear2 crap, i dont have 2 work saturday, &amp; i was suppose 2 hang out with my friend &amp; watch it. we can still hang out but no JONAS ="
4731,surprise,@danudey hot weather for the lose. And I have to clean too!  Cleaning in the heat sucks balls.
4732,surprise,Just ran hair first into spiderweb full of baby spiders...i almost set my own hair on fire to get rid of them! Almost.
4733,surprise,@LISAAASTHOUGHTS I have to pre-order it
4734,surprise,once i hit christian in the head with a metal bat! haha he then socked me in the eye! haha i miss being a reckless little kid
4735,surprise,noooo! @shutuppat  all summer?! I won't see your charming little face ALL summer?!
4736,surprise,"I'm home, Yay! Unpacked everything, now just got to wash it all"
4737,surprise,"Omg I just woke up after only sleeping for 3hrs, and my arm is just aching... It hurts so bad"
4738,surprise,I wonder why thumbnail pictures aren't showing up on my TweetDeck?
4739,surprise,I can't breathe well but turns out I'm not crazy.  Just inflammed lungs
4740,surprise,"just got back from the ER... i cut myself while trying to cook a nice lunch  3 stiches on my right index finger, talk about ouchie"
4741,surprise,@dougiemcfly Oh no!!  Hope you get better for your show in Argentina! Good luck!
4742,surprise,working till 5....why are they playing miley cyrus on the company radio and not adele?
4743,surprise,@nickjfrost that's what i tell everyone! their food is the WORST! no one understands my horror.
4744,surprise,wow what a lovely day! Shame i have to clean my room
4745,surprise,why won't the kids sleep
4746,surprise,@Polymath7 hey I didn't get the email yet
4747,surprise,"@julia72 weird, 'cause i synced mine this morning and got the new episode..."
4748,surprise,Looks like the #GM Bankruptcy is going to happen. This loss will help offset the gains that I had earlier in the year tax wise. Oh well
4749,surprise,Holy moley! It's raining cats and dogs here! And I just got snazzified by Min at Salon Mint!
4750,surprise,"@cosRobPerkins You're the third person to ask me out on Mon afternoon ;) I'm so sorry, but I'm helping tutor my friend for C1/C2  xx"
4751,surprise,@LadyLove88 seems to have disappeared out of my life
4752,surprise,It was sunny when I entered the sub-basement.  Now it's raining.
4753,surprise,@LADollz  buy yay for your shoot...hope it goes well!  What is it for?
4754,surprise,@PKChin morning dad!! i had the weirdest dream some marines shot terrorists in the throat... no i didnt find the key yet
4755,surprise,Trying to stay awake  Anyone have any tips how to keep yourself awake @work?
4756,surprise,with red who is blue
4757,surprise,Omg i got a black eye from a deck of cards i choked on laffy taffy and i am officaly done with school.. Sad now
4758,surprise,"Everyone's allergic to Poison Ivy; i know it guys, me too. L, you can't change, and me neither, so...i guess it's enough"
4759,surprise,No betta nest  I think despite the heater it gets too chilly at night
4760,surprise,The beer buzz is almost gone.. The world has become complicated again
4761,surprise,where is everyoneeeeeeeeee ?
4762,surprise,I learned that people are very greedy when it comes to freebies.I left toys out for freecyclers and one person tried to take it all.
4763,surprise,@__SANDY i dont know! they sent out emails using my account about random stuff i didnt even understand i changed all my passwords
4764,surprise,I've been to Best Buy &amp; Target and still no Electrik Red album! I'm loosing hope..they've never even heard of the girls
4765,surprise,"Warning tweeting while ridding a Bike is dangero, waaaaaaa!!! *crash*"
4766,surprise,@laurarenee411 I'm so sorry!  I saw it too and it shocked me to the core.
4767,surprise,"wow! ever notice that some twitters have thousands of followers, yet they only follow a handful (actually, less than two hands) of peeps."
4768,surprise,Blinded again
4769,surprise,oh no! my fun weekend with friends is gone! my mother has made a family weekend of it!  Damn
4770,surprise,"Good thing is: They have a computer. Bad thing is: It blocks ALL VIDJAGAME SITES! Yes, even VGTribune.com is blocked!"
4771,surprise,"@execbp mmmm now you're speaking my language! (Unfortunately, in militant diet mode-am seriously thinking of  competiton-so no TB I guess"
4772,surprise,@tinkypen are you all going without me
4773,surprise,"&quot;Updating Maven Dependencies&quot; I know this is a good thing, but would be better if it happened when I was asleep"
4774,surprise,Loll whats boyfriend #2 supposed to mean then? @cathyweeeen its to cold
4775,surprise,Cut my thumb with the saw in small metals   again...
4776,surprise,@MishGoddess not but I went to his page and it made me hungry
4777,surprise,omg...did I just see a tweet from Miss Bonnie??? amazing...my phone died yesterday...and oster has alltel  I miss you
4778,surprise,Jamies Free Views Dead
4779,surprise,They gave me a regular coke instead of diet. Really??
4780,surprise,My son's first tooth came out but he left it at school
4781,surprise,@Mellecita oh nice! i'm jealous!! i don't know what i am going to do when they are all gone!
4782,surprise,Tom is back in town
4783,surprise,@QuiMo No happy hour in CCP eithah that's 2 bad
4784,surprise,@nessalh boo... i was hoping for a fake alien story with a tinfoil covered beachball photo
4785,surprise,Burnt from the lake
4786,surprise,"Home from Jack's now, can't say I'm too happy about that either"
4787,surprise,lost my tooth 2day whilst i was eating gum...oww
4788,surprise,wondering if my local Borders is going to make it. Lots of bare shelves... It makes me sad
4789,surprise,Waaah! Masseuse is fully booked. No shoulder rub today.
4790,surprise,"Whenever, whever, sarah's in dc all summer  and sure!"
4791,surprise,@michvs i wanna go home  x
4792,surprise,@_chellebelle_ hey! aww i cnt view it in the UK they're blocked  what it it??x
4793,surprise,"I got so much gray hair all of a sudden.  I just ordered me some Garnier Roasted Coffee from drugstore.com, well see how that goes."
4794,surprise,arghh ! i feel like a lobster ! sunburn hurts
4795,surprise,@Nunzio_Bruno what question? oh I'm not around tonight...
4796,surprise,ofcourse they wait until the last minute to run an experiment at work...that I have to supervise. aka i dont get to leave work on time.
4797,surprise,just got news that one of our good friends grams passed away.She was strong as a horse. You never know what tomorrow may hold.
4798,surprise,@mitchelmusso dont you have a uk say now?
4799,surprise,"@tommcfly talk to me isn't a good idea?  i'm going to buy a gift to my friend, so you have 20 mins..."
4800,surprise,"Unfortunatley, AerLingus no longer fly to Copenhagen so we're have to fly Ryanair to Billund and drive up to Copenhagen one of the days!"
4801,surprise,@JennLovesM5 DUDE WHAT? I WANNNNAAAA GOOOOOO
4802,surprise,Aww the little girl on Britain's Got Talent!  I actually love Ant n Dec!  Oh an' Simon Cowell. ;)
4803,surprise,@dylanxtra awwwwwwwwww  thats jus...awwwww.did she get to start again like?
4804,surprise,@stoc just found out they are closed on mondays!  working on a backup plan
4805,surprise,@Sam4God How is she spoilt? She's like 10? 11? That was hard for her to be put up in front of 14m people.  She's really young.
4806,surprise,I have an IQ of 136 only.. :O
4807,surprise,@love_Jamie I guess  ! I was really suprised..
4808,surprise,listening to music!! my phone just died on me  !! Can't find my charger... my brother needs 2 stop taking mine without asking!!
4809,surprise,"that little girl on BGT  omggg, how can people not feel sorry for her?"
4810,surprise,@FreyaLynn they can't be in their carriers anymore?
4811,surprise,there is absolutely nothing to eat in my house... epic fail
4812,surprise,Just woke up and saw that the sun isn't out  I need to start waking up early
4813,surprise,"&quot;The things, you say, your purple prose just gives you away&quot; what the hell is that even supposed to mean? Casino: where music goes to die"
4814,surprise,I got excited when I saw a bag in the place cookies usually live (when I get them). Unfortunately it was just my new prescription
4815,surprise,I'm supposed to be Ms. Twitterology
4816,surprise,"Just found out I want be able to go see my daddy tomorrow before he leaves because Ty has an activity tomorrow morning, that sucks"
4817,surprise,@DEAP215 were you roaming?? Same thing happen to me  so I switched to AT&amp;T.
4818,surprise,@CainAndrews awwwh u stuck in traffic  booo!
4819,surprise,headache  wanna see my Julie
4820,surprise,"Aww, no one's on MSN"
4821,surprise,@Airrun Oh yea! I didn't think it was open yet! They took over Ben &amp; Jerry's.  I loved that place.
4822,surprise,"@masqueradetitan omg! is it mine? omg that's so gross, I'm so sorry! I TOTALLY forgot about it until JUST now!"
4823,surprise,@pocketnowTweets no labels?  Sorry I know I'm really needy.
4824,surprise,"@abcdude  Darn, I thought you meant White Sox."
4825,surprise,@anitawebster the pho broth is a concentrated mix of pork and beef bones...so I think you've missed the point.
4826,surprise,"But now talking about today, Oh my GODNESS! Problems, problems, problems. about love, money, math, parents.....that's enough, isn't it?"
4827,surprise,Up was sooo gooooood. Wood ranch bbq time! Dian deng pao.
4828,surprise,@citizenDave You're not going? Awww
4829,surprise,@casmonaco you can still stay if you want to!
4830,surprise,I never win raffles. But I won the raffle @ Dulce for the Culture Crawl! What did I win? A tie and a pocketsquare! No $700 handbag for me
4831,surprise,OMG somethings spooky on twitter
4832,surprise,&quot;Up&quot; is all sold out!!
4833,surprise,"Dlukasrossi Lukas- your amazing wife, her updates are locked! Hard to convince people to follow protected profiles,"
4834,surprise,Screen On The Green started yesterday!!!ahhh! i missed it!
4835,surprise,can u believe the architect who planned a tar-black promenade in this small town won an international prize?and everyone who walks &amp; jogs
4836,surprise,"@KulpreetSingh Good god, no. You can fit very few swear words into 140 characters"
4837,surprise,TODAy SUCKs - kisskass19: ï¿½you and katey broke up?! Yah Kate Broke up with me  Itï¿½s been awful nd Vodkas... http://tumblr.com/xkx1wgl8r
4838,surprise,@tommcfly i can't believe that you guys are gonna stay just one day here in Rio de Janeiro again
4839,surprise,just got my first lesson in when rain meets my white  shirt   if one more man tells me they like my bra on more time! smh
4840,surprise,@RedCrossPDX No blood drives in my area.  I'll keep looking.
4841,surprise,everyone has left me
4842,surprise,"Killed a pigeon today  Thought it was going to move out the way of the car.. next thing I know, BANG feathers in the rear view mirror RIP"
4843,surprise,"@KattPackAllDay i did dat 1 time &amp; my boss text me saying, &quot;tweet me n my office after dis tweeting is ova!&quot; i havent dun it since."
4844,surprise,dammit.  I need new cupcake tins
4845,surprise,Oh noes .... macbook hard disk has just died
4846,surprise,Boooo Animal collective is already sold out.  Guess I'll be missing that show
4847,surprise,@xoxobb11 you got it all done?? even the labs? thats all i have left to do. and i cant figure it out. FML
4848,surprise,o wow tia! the clip was only 14 seconds
4849,surprise,"oh dear, they selected the worst bit for highlight for soprano guy"
4850,surprise,@TwiSuperfan what?!?! OMG!!! I can't view this on my iPhone!!
4851,surprise,@oyfreakinvey u can eat sashimi!!! just not rice
4852,surprise,"@iamyoushouldtoo Oh, I'm jealous (how surprising)"
4853,surprise,@contentwhore Okay. I'm all out of ideas
4854,surprise,"Fuck, I cut my finger!"
4855,surprise,@TaLisaDuhhh you stopped followin me?
4856,surprise,"3OH!3 - Rich man is amazing, really can't be bothered for school on Monday"
4857,surprise,"@unahealy wish i could go, but I have an exam the day after the only one i could to go to, so im not allowed  are you touring next year?"
4858,surprise,"@sydneetaylor ur welcome sweetie . Anytime . I need to find a way to get more followers , I don't have many"
4859,surprise,"@glasgirl GAAAAAAASP I didn't know it will be the final one!!  Sad, I've been reading those books for years"
4860,surprise,@StefiBeautifulO I know.  There's no reason for any of that.
4861,surprise,"Just got home, no rosie surprise of smiles hugs &amp; kisses waiting for me."
4862,surprise,@nunie I have to go to Spanish mass on Sunday  And then write a couple of papers. Boo.
4863,surprise,@tinabby Got that right! And i know when I found out she wasn't coming i cried!  It really sucks but Im still happy she headlining  now!
4864,surprise,@leahchu  that's the worst dream ever. weird to think all of those thoughts are in your subconscious.
4865,surprise,@harrisonjsmith i need to get tickets though  idk how that is gonna happen
4866,surprise,Listen to Back Around by @ddlovato ...love this song. Meet @TiniOlsen tomorrow ^.^ But we canï¿½t go swimming  Sorry
4867,surprise,@Paperclippe My iPod headphones have gone kaput.  Wanted to buy new ones. Should I buy some Bose instead then? Do they work with Apple?
4868,surprise,Almost time to say Good Bye to my twimulations. I'll miss my tweeps
4869,surprise,"First fail, cant tweet from phone. Oh how I love my work phone"
4870,surprise,just got home from the last day of school.  graduation tomorrow.
4871,surprise,"@isthemasterplan He is a singer of the Oasis, right?? I mean.. never think he hates me"
4872,surprise,LOL Was it nice today? because I totally just woke up and wasted my day  Working on a few things for this youtube project I'm in! w00t!
4873,surprise,"@daisydelfina my location thing? Through ubertwitter...it has an option to include locations! Jon uses uber, but he has it off  lol"
4874,surprise,"@JSNorwood oh, are we not doing that anymore?"
4875,surprise,we're getting another puppy  ... not cool... really
4876,surprise,"@JasonJMikeMgmt ur taking tease lessons from the guys! No fair   LOL, oh well, we'll wait as patiently as we can!"
4877,surprise,WOW. My teacher just called me a skunk cuz of my hair
4878,surprise,@clubflys no decleration yet but crazy ass Koreans aren't playing nice anymore  what do u thinks next? I'm thinking war
4879,surprise,"Enjoying my pathetic tiny music collection, while rearranging my room. Still a little tired from shortening the grass, and that one frog"
4880,surprise,my tummy hurts
4881,surprise,@cherroke5780 UMMMNNN ummmnnn good thanks for letting me know earlier... I ate already
4882,surprise,395 votes for Hungary?What? But....but...the Nurburgring...  http://tinyurl.com/mtfye3
4883,surprise,What? But....but...the Nurburgring...  why is it so good? http://tinyurl.com/krcamp
4884,surprise,@niccccolle what is it? i cant get onto bebo on this one!
4885,surprise,OooooOOOOO @golougo  but you just said you were dancin at home.  so doesn't that count?
4886,surprise,@xxmarypoppinsxx OMG!!! That's a nightmare
4887,surprise,@tvfanactic Jealous I wanted see that film
4888,surprise,thinks his haircut isnt as bad as it looked yesterday.....  - still bad tho!
4889,surprise,@jordanknight all is quiet in twitterland 2day.
4890,surprise,@danieldececco Out of your car?! Oh no!
4891,surprise,@ecopolitologist  Wow that is a scary statistic
4892,surprise,"loves surprises, but is never surprised"
4893,surprise,"http://twitpic.com/67jq9 - i'm really missing this place  my grandparents are living there, on the calm country! but im coming to them ..."
4894,surprise,"Holy cow! Archie Andrews finally marries Veronica Lodge.This is not what I thought will eventually happen in my 6th grade  Awww...bad, bad"
4895,surprise,why wont the wii get Paperboy on virtual console
4896,surprise,This thunder is scaring the hell out of me...geez...I HATE THUNDER  we better not loose electricity... #fb http://myloc.me/2144
4897,surprise,Twitter has been foking up for me today arg!  1 and 1/2 hours of work till the weekend! Woooooo
4898,surprise,"@olivierlacan That's awesome man. Damn, I should of sent you an affiliate link.  lol. oh well."
4899,surprise,@animalria what?? why?
4900,surprise,At shakas againn. No 2 dollar salads here
4901,surprise,@3minds babe u aint been reading my tweets- my phone has fallen apart. My new on comes nxt wk. The track ball keeps fallin out my phone
4902,surprise,@gracieh89 can you get catacombs ffrom the cinemas? i tried to get it from my local one a little while ago and theyh didn't have it.
4903,surprise,Went to get driver license and car licnse plates renewed.  My mechanic that does inspections out of town today.
4904,surprise,I wish my sister lived near me
4905,surprise,wondering why my boyfriend hasnt called me for a week.. . i think the end is coming for is...
4906,surprise,I burnt myself
4907,surprise,At the DMV uhhhg!
4908,surprise,@Cara_Jen LOL - I know... seems that the whole fabric of our earth will now unravel - lol - I guess people have never seen bambi
4909,surprise,@MissLaura317 oh man! They better do something to fix that!! ugh stupid Verizon
4910,surprise,My boss called me anerexic
4911,surprise,@DAEONE  you don't love me anymore!
4912,surprise,I think I may have just lost my job... FML
4913,surprise,@Kyra_In_TX I know what you mean.
4914,surprise,@YoungPharoh and added it to his collection. i was too much of a punk bitch to ask for it back.
4915,surprise,....yup stil at work
4916,surprise,@aileenwilliams Yes but was the nice one. He couldn't believe the other guy kicked Max. He's off for a week soon
4917,surprise,good day in the sun... little bit burnt tho... well actualy quite alot  very sore  heh
4918,surprise,gets to get up at 8am tommorow to collect money for Relay for Life! Yay Me! I do not want to get up
4919,surprise,@chasingsunshine I am reassassing this boundry right now..  I really didn't mean to upset you. You know i adore you really.
4920,surprise,@hithere90 What the heck? Why?? What's going on?
4921,surprise,"for about 3-4 weeks now i got 3 different pairs of strighters thinking they wasn't working, just realised it was on the lowest setting"
4922,surprise,@RealJessicaAlba Is it true there won't be any Fantastic 4 sequels?  I wished they introduced a Franklin Richards character... will they?
4923,surprise,is confused
4924,surprise,so tired!
4925,surprise,"@natalienanci and i are desperately seeking @anberlin tickets for tonight, &amp; don't understand why cruel people are selling them for $200+"
4926,surprise,awww the wee gril in britains got talent
4927,surprise,is on crutches!
4928,surprise,@Wossy What the hell Ross?! Where is Hugh Laurie! He was supposed to be on tonights show
4929,surprise,"@tidesandclouds   eff you. jk, i'll probably make it to philly."
4930,surprise,im quite upset do I really look under 15 :| they must have thought i was 14 or something ! Whatt ! thats unfair
4931,surprise,@harora wtf wtf wtf dont share such videos at this time man
4932,surprise,"Just woke up. I dreamed I had 9 new emails! Sadly, it was just a dream"
4933,surprise,one of my customers just told me his GF ran over her own dog today   how sad?
4934,surprise,@Tivon LMAO... just saw this. That sounds HELLA good. I have a hair appt at 7
4935,surprise,Doggone it! I only got an hour nap in  I really want some Ponderosa chicken wings!
4936,surprise,@belindashort yeah wtf with that? my noggin doesn't take to either
4937,surprise,@portugepunk fun who did you go with??? Another park no invite!  LOL
